id,Authors,Title,Year,DOI,Link,Abstract,Pdf_path
28,"M., Moussa, Maria; L., van Eijck, Lambert; J., Huot, Jacques; J.L., Bobet, Jean Louis",Structure analysis (XRD and Neutrons) and hydrogen storage properties of Hf1-xTixNbVZr BCC high entropy alloys,2025,10.1016/j.jallcom.2024.177103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206681177&doi=10.1016%2Fj.jallcom.2024.177103&partnerID=40&md5=20de2c431e6c221896888cdac320b62e,"The hydrogen storage properties of Hf₁₋ₓTiₓNbVZr high entropy alloys (HEAs) synthesized by arc melting have been investigated. The first hydrogenation of the alloys was performed at room temperature under 20 bars of hydrogen pressure. Results show an increase in gravimetric hydrogen content with Ti substitutions. Upon hy­ drogenation, the multiphase alloys (x = 0 and x = 0.25) exhibit a combination of faces-centred-cubic (FCC) hydride and C₁₅ Laves phases, while single-phase alloys (x = 0.5, 0.75, and 1) display FCC structures. The crystal structure evolution during dehydrogenation of HfNbVZr (x = 0) and TiNbVZr (x = 1) HEAs was examined using in-situ neutron diffraction. The analysis demonstrates temperature-dependent desorption behaviour, with HfNbVZr displaying lower desorption temperatures compared to TiNbVZr. Additionally, in-situ neutron diffraction experiments during deuterium desorption indicate a two-step phase transition from FCC dihydride to BCT monohydride, followed by a transition to BCC.",data/pdfs/2025_Moussa.pdf
29,"H., Xiao, Houqun; L., Yi, Luocai; H., Lei, Huxu; Y., Xu, Yu; X., Zhang, Xiaoxuan; H., Hu, Huazhou; R., Tang, Ruizhu; Q., Li, Qian; Q., Chen, Qingjun",TiCrNb hydride fabricated by melt spinning as the efficient catalyst for enhancing the hydrogen storage properties of MgH2,2025,10.1016/j.jma.2025.01.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216461388&doi=10.1016%2Fj.jma.2025.01.005&partnerID=40&md5=b9ee4c3ddda2ede3c9a6f8c312e5be62,"Magnesium hydride (MgH₂) has garnered significant attention as a promising material for high-capacity hydrogen storage. However,its commercial application remains challenging due to the high operating temperature and slow reaction kinetics. In this study, melt-spunTi₄₅Cr₄₀Nb₁₅ (with a BCC phase) hydride (designated as TiCrNbHₓ-MS) was synthesized and used to form a nano-multiphase composite toimprove the de-/rehydrogenation properties of MgH₂ through ball milling. The incorporation of TiCrNbHₓ-MS was shown to significantlyenhance the hydrogen de-/rehydrogenation properties of MgH₂. The MgH₂ + 20 wt% TiCrNbHₓ-MS composite exhibits an appealing initialdehydrogenation temperature of 163 °C and can absorb hydrogen at room temperature. Notably, it releases 5.8 wt% hydrogen in 700 s at230 °C and recharges 4.3 wt% hydrogen in just 2 mins at 150 °C. Even after 100 cycles, it retains a reversible hydrogen capacity of 4.98wt%. Kinetic analysis revealed that the dehydrogenation rate follows the Chou surface penetration model. Microstructural analysis showedthat the FCC phase of the melt-spun TiCrNbHₓ-MS hydride reversibly transformed into the BCC phase during the de-/rehydrogenationprocess in the composite. Numerous phase interfaces were generated and uniformly dispersed on the MgH₂ surface, providing additionalhydrogen diffusion pathways and heterogeneous nucleation sites for Mg/MgH₂, thereby further improving the hydrogen de-/rehydrogenationkinetics of the system. This study offers valuable insights into the use of multiphase composites to enhance MgH₂ performance.",data/pdfs/2025_Xiao.pdf
30,"H., Lv, Haitao; L., Wang, Liangrui; X., Ou, Xiulong; Z., Li, Zhiming",Effect of TiS2 on Hydrogen Absorption and Desorption Performance of Mechanically Ball-Milled Mg95Ce5 Alloy,2025,10.3390/sym17010071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216213328&doi=10.3390%2Fsym17010071&partnerID=40&md5=0a997693af73796012c8ac0ff2db1663,"Magnesium-based materials have been considered to be potential hydrogenstorage materials due to their high hydrogen storage capacity and abundance in naturalresources. In order to improve the hydrogen storage performance of magnesium-basedmaterials, a Mg₉₅Ce₅ alloy was prepared by using the vacuum induction melting method.Moreover, TiS₂ was used as a catalyst, and a series of Mg₉₅Ce₅ + x wt% TiS₂ (x = 0, 3, 5 and10) composites with different TiS₂ contents were prepared by the mechanical ball-millingmethod. The addition of TiS₂ as a catalyst broke the inherent symmetry of the Mg₉₅Ce₅ alloyat both the atomic and defect levels, potentially improving hydrogen storage by modifyinghydrogen diffusion pathways and interaction sites. The structural analysis results indicatethat the Mg₉₅Ce₅ alloy is composed of Mg and CeMg₁₂ phases. After the hydrogenationprocess, the Mg and CeMg₁₂ phases in the Mg₉₅Ce₅–TiS₂ composites transformed intoCeH₂.₇₃ and MgH₂. In addition, CeS₂ and TiH₁.₅ could be detected in the hydrogenatedsamples, indicating that the TiS₂ decomposed and changed into CeS₂ and TiH₁.₅ duringthe hydrogenation reaction. Adding TiS₂ to Mg₉₅Ce₅ alloy could significantly improve thehydrogen absorption and desorption kinetic properties, and the dehydrogenation peak temperature of the composites was reduced from 389.5 ◦C to 329.7 ◦C when the TiS₂ content increased from 0 to 10 wt%. However, the addition of TiS₂ inevitably reduced the reversable hydrogen storage capacity of the composites. The hydrogen absorption and desorption thermodynamic measurement results indicate that the TiS₂ catalyst has almost no influence on the enthalpy and entropy changes of the composites during the hydrogenation process.",data/pdfs/2025_Lv.pdf
31,"R., Kwak, Ryunho; T., Kwak, Taeyang; D., Lee, Da-hye; S., Jung, Sojin; J., Kang, Jangwon; S., Kim, Seongtak; T.W., Na, Tae Wook; S.S., Sohn, Seok Su; H., Park, Hyung-ki; T., Ha, Taejun",Hydrogen absorption kinetics and microstructural features of TiFe0.8Mn0.2 alloy,2025,10.1016/j.jmrt.2024.12.154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213204965&doi=10.1016%2Fj.jmrt.2024.12.154&partnerID=40&md5=9e3be9101d3131924eaf77798df44ade,"This study investigated the microstructural features and the hydrogen absorption properties of as-cast, 10 h annealed, and 20 h annealed TiFe₀.₈Mn₀.₂ alloy samples. TiFe with the Body-Centered Cubic (BCC) B2 structure and Fe₂Ti with the C14 Laves hexagonal structure were observed in the alloy samples, and the amount of precipitated second phase Fe₂Ti within the TiFe matrix phase was significantly reduced in both 10 h and 20 h annealed samples. During the annealing treatment, TiFe₀.₈Mn₀.₂ alloy changes in terms of the equilibrium phase fraction and chemical composition were predicted through Thermo-Calc software calculation. When the samples were hydrogenated under 40 bar of hydrogen at 20 ◦C, the 20 h annealed sample absorbed 1.6 wt% H₂ within the longest time among the three samples. The maximum hydrogen absorption capacities of the three samples were found to be the same, exhibiting a value of 1.81 wt% H₂. Furthermore, the Scanning Electron Microscope – Electron Backscatter Diffraction (SEM-EBSD) results showed that the annealing treatment increased the grain size of the B2 matrix by decreasing the grain boundary length. The long length of the B2 grain boundary due to the small B2 grain size appeared to assist the hydrogenation of the alloy by acting as pathways for supplying hydrogen to the inside of the alloy.",data/pdfs/2025_Kwak.pdf
32,"P., Hannappel, Peter; F., Heubner, Felix; M., Balcerzak, Mateusz; T., Weissgärber, Thomas",Advancing the thermodynamic modeling of multicomponent phases in hydrogen-para-equilibrium,2025,10.1016/j.actamat.2024.120529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211009287&doi=10.1016%2Fj.actamat.2024.120529&partnerID=40&md5=8a552e2fba50af83b9f5ebad05e2a4d6,"We present an advanced approach for the thermodynamic modeling of metal hydrides within the Calculation of Phase Diagrams (CALPHAD) framework. As the traditional CALPHAD method requires significant and timeconsuming manual input, often introducing biases into the assessment process, we present a novel solution to automate this. The core of our approach is the development of an open-source, Python-based computational tool designed to calculate para-equilibrium states in hydrogen-multicomponent phases. This tool facilitates a semi-automatic pathway to enhance the CALPHAD evaluation procedure, significantly reducing manual input. We validated our approach by rapidly assessing the (Ce,La)Ni₅–H system, a representative material system with significant implications for metal hydride-based hydrogen applications. Our method confirms existing data and reveals new insights into this system’s sorption properties and phase behavior. Using our Pythonbased tool to optimize parameter sets and calculate Pressure-Composition-Isotherms (PCI), we demonstrate the feasibility of predicting temperature-dependent plateau pressures and hydrogen capacities of multicomponent metal hydrides. This work holds significant potential for future applications in designing hydrogen storage materials, predicting their properties, and extending the methodology to other metal hydride systems.",data/pdfs/2025_Hannappel_Peter.pdf
33,"T., Zhong, Tao; T., Xu, Tian; L., Zhang, Liuting; F., Wu, Fuying; Y., Jiang, Yiqun; X., Yu, Xuebin",Designing multivalent NiMn-based layered nanosheets with high specific surface area and abundant active sites for solid-state hydrogen storage in magnesium hydride,2025,10.1016/j.jma.2024.04.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192312745&doi=10.1016%2Fj.jma.2024.04.027&partnerID=40&md5=95b34852a2bd0450dedbfa10ca3f58f0,"Catalytic doping of magnesium hydride (MgH₂) to improve its hydrogen ab/desorption kinetic properties is considered to be an effectiveand feasible method. In solid-phase catalysis, the extent of contact between the catalyst and the substrate determines the catalytic reactionin a great sense. With large specific surface area and abundant active sites, two-dimensional (2D) nanomaterials are promising catalystsfor MgH₂ via providing numerous pathways for the diffusion and dissociation of hydrogen. In this regard, 2D NiMn-based layered doublehydroxide and layered metallic oxide (LMO) are designed and introduced into MgH₂ to improve its hydrogen storage properties. Simultaneousenhancement in interfacial contact, desorption temperature and kinetics are achieved. The MgH₂+9wt% Ni₃Mn-LMO composites begin todischarge hydrogen at only 190 °C and 6.10wt% H₂ could be charged in 600 s at 150 °C. The activation energy for de/hydrogenation isreduced by 42.43% and 46.56%, respectively, compared to pure MgH₂. Even at a low operating temperature of 235 °C, the modified systemwas still able to release 4.44wt% H₂ in an hour, which has rarely been reported in previous studies. Microstructure observations and densityfunctional theory calculations revealed that first, the hydrogen pumping effect of Mg₂Ni/Mg₂NiH₄ promotes the adsorption and desorptionof hydrogen molecules on the surface of MgH₂, second, MnOₓ drew electrons from Mg₂Ni, producing a new Density of State structurewith a lower d-bond center. This unique change further strengthens the Mg₂Ni/Mg₂NiH₄ pump effect on MgH₂. Our work indicates thatthe application of 2D metal-based catalysts is a feasible and promising approach towards MgH₂ for solid-state hydrogen storage to meettechnical and scientific requirements.",data/pdfs/2025_Zhong.pdf
34,"X., Yang, Xiaoying; X., Wang, Xinqiang; R., Liu, Ruijie; Y., Liu, Yanxia; Z., Li, Zhenglong; W., Cui, Wengang; F., Qi, Fulai; Y., Yang, Yaxiong; J., Chen, Jian; H., Pan, Hongge",Enhancing hydrogen storage performance of MgH2 with hollow Bi2Ti2O7 catalyst: Synergistic effects of Bi2Mg3 alloy phase and Ti polyvalency,2025,10.1016/j.jma.2025.06.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010953078&doi=10.1016%2Fj.jma.2025.06.014&partnerID=40&md5=111b18f060ebabf372960c2c017abd7f,"The role of catalysts in enhancing the hydrogen storage kinetics of the Mg/MgH₂ system is pivotal. However, the exploration of efficientcatalysts and the underlying principles of their design remain both a prominent focus and a significant challenge in current research. Inthis study, we present a bimetallic oxide of Bi₂Ti₂O₇ hollow sphere as a highly effective catalyst for MgH₂. As a result, the Bi₂Ti₂O₇-catalyzed Mg/MgH₂ system lowers the hydrogen desorption initiation temperature to 194.3 °C, reduces the peak desorption temperature to245.6 °C, decreases the dehydrogenation activation energy to 82.14 kJ·mol-1, and can absorb 5.4 wt. % of hydrogen within 60 s at 200 °C,demonstrating outstanding hydrogen ab/desorption kinetics, compared to pure MgH₂. Additionally, it can maintain a high hydrogen capacityof 5.2 wt. %, even after 50 dehydrogenation cycles, showing good cycle stability. The characterization results show that the high-valent Biand Ti in Bi₂Ti₂O₇ are reduced to their low-valent or even zero-valent metallic states during the dehydrogenation and hydrogenation process,thus establishing an in-situ multivalent and multi-element catalytic environment. Density functional theory calculations further reveal that thesynergistic effects between Bi and Ti in the Bi-Ti mixed oxide facilitate the cleavage of Mg-H bonds and lower the kinetic barrier for thedissociation of hydrogen molecules, thereby substantially enhancing the kinetics of the Mg/MgH₂ system. This study presents a strategicmethod for developing efficient catalysts for hydrogen storage materials by harnessing the synergistic effects of metal elements.",data/pdfs/2025_Yang_Xiaoying.pdf
35,"Z., Yang, Zhiyi; Y., Jia, Yuxiao; Y., Liu, Yang; F., Chu, Fei; J., Qi, Jiacheng; T., Ying, Tiao; J., He, Jiahuan; X., Feng, Xingwen; J., Song, Jiangfeng; Y., Shi, Yan",Achieving Anti-Disproportionation Performance Enhancement and Distorted Inverse-Disproportionation Reaction Correction of Zr2Fe-Based Hydrogen Isotope Storage Alloys via Element Substitution,2025,10.1002/advs.202507722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009900703&doi=10.1002%2Fadvs.202507722&partnerID=40&md5=a608ead24002cc298d4743795ea3461d,"Zr₂Fe alloy is a promising candidate as a tritium-getter material for theInternational Thermonuclear Experimental Reactor (ITER), but its practicalapplication is hindered by undesirable inverse disproportionation behaviorand poor anti-disproportionation properties. In this study, theoreticalcomputational screening is utilized to predict the effects of partiallysubstituting Fe with Co, Cu, and Ni on regulating the Zr₂Fe₁₋ₓMₓ (M = Co, Cu,Ni; x = 0.1–0.5) hydrogen storage systems. Experimentally, thesemodifications successfully correct the distorted inverse disproportionationreaction and achieve full reversibility in the Zr₂Fe₁₋ₓMₓ-H systems. Notably,Zr₂Fe₀.₈Cu₀.₂ and Zr₂Fe₀.₇Ni₀.₃ alloys retain excellent hydrogen storageproperties, while their kinetic energy barriers of hydriding disproportionationreaction increase significantly from 87.88 kJ mol-1 (Zr₂Fe) to 184.35 kJ mol-1(Zr₂Fe₀.₈Cu₀.₂) and 192.32 kJ mol-1 (Zr₂Fe₀.₇Ni₀.₃), respectively. Thecorresponding deceleration of hydriding disproportionation kinetics behaviorsis clearly visualized by TEM observations. Combined density functional theoryanalyses reveal that the mechanism underlying enhancedanti-disproportionation properties in the optimized Zr₂Fe₁₋ₓMₓ-H systemsinvolves the homogenization and stabilization of Zr─H bonds within thehydrogen storage interstices, along with the effective suppression ofdisproportionation-favorable chemical environments.",data/pdfs/2025_Yang_Zhiyi.pdf
36,"H., Guan, Haotian; J., Liu, Jiang; Q., Li, Qian; Y., Lu, Yangfan; F., Pan, Fusheng",Chemically stable TMOx@Ti-MgO (TM = Mn and Cu) catalyst enhanced De/hydrogenation kinetics of Mg/MgH2,2025,10.1016/j.jma.2025.02.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002897013&doi=10.1016%2Fj.jma.2025.02.032&partnerID=40&md5=442e26089fd08823f54d560e29a73797,"Ti-based catalysts have been identified to be efficient in enhancing hydrogenation and dehydrogenation (de/hydrogenation) kinetics ofMg/MgH₂. However, their catalytic activity is constrained by the strong Ti–H bond and chemical instability. Herein, we demonstrate thatTMOₓ@Ti-MgO (TM = Mn and Cu) composite catalysts can simultaneously enhance hydrogen dissociation, diffusion and nucleation processes. MgH₂ catalyzed by TMOₓ@Ti-MgO released 6.03-6.14 wt. % H₂ within 5 min at 280 °C and 0.89-1.12 wt. % H₂ within 60 minat 180 °C. The partially oxidized Ti2+ and Ti3+ states are stabilized in MgO lattice, accelerating hydrogen adsorption, dissociation anddiffusion processes. The TMOₓ, additionally, serve as the active center for nucleation, further improving de/hydrogenation reactions. TheTMOₓ@Ti-MgO catalysts are characterized by high chemical stability, realizing improved cycle properties. These findings suggest a newapproach to achieving controllable Catalyst-Hydrogen bond strengths and optimizing performance in de/hydrogenation reactions.",data/pdfs/2025_Guan.pdf
37,"H., Kim, Hyesun; H., Kim, Hyeonji; W., Kim, Wonsik; C., Kwon, Choah; S., Jin, Siwon; T., Ha, Taejun; J., Shim, Jaehyeok; S., Park, Soohyung; A., Jamal, Aqil; S., Kim, Sangtae",Facile synthesis of nanoporous Mg crystalline structure by organic solvent-based reduction for solid-state hydrogen storage,2024,10.1038/s41467-024-55018-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213700484&doi=10.1038%2Fs41467-024-55018-y&partnerID=40&md5=7d3c2b59159820fd8d83f4631d81ef40,"Nanoporous metals have unique potentials for energy applications with a high
surface area despite the percolating structure. Yet, a highly corrosive environment is required for the synthesis of porous metals with conventional
dealloying methods, limiting the large-scale fabrication of porous structures
for reactive metals. In this study, we synthesize a highly reactive Mg nanoporous system through a facile organic solution-based approach without any
harsh etching. The synthesized nanoporous Mg also demonstrates enhanced
hydrogen sorption kinetics and reveals unique kinetic features compared to
Mg nanoparticles. The well-crystallized Mg nanoporous structure exhibits
crystalline facet-dependent hydrogen sorption characteristics, featuring gradually improved hydrogen storage capacity up to 6 wt.% upon cycling. Also,
continuum kinetics models coupled to atomistic simulations reveal that the
compressive stress developed during the hydrogenation of nanoporous Mg
enhances the sorption kinetics, as opposed to the sluggish kinetics under
tensile stress in core-shell nanoparticles. It is expected that the synthetic
strategy conceived in this study can be further implemented to prepare different kinds of reactive porous metals in a facile and scalable way for the
development of large-scale and distributed hydrogen storage systems for the
emerging low-carbon hydrogen economy.",data/pdfs/2024_Kim.pdf
38,"E.I., López Gómez, Edgar Ignacio; J., Gonzalez, Joaquín; J.M., Cubero-Sesin, Jorge M.; J., Huot, Jacques",Synthesis of Nanostructured Mg2Ni for Hydrogen Storage by Mechanical Alloying via High-Pressure Torsion,2024,10.3390/reactions5040033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213459559&doi=10.3390%2Freactions5040033&partnerID=40&md5=f033a77aba47edc529da9926af0bac89,"Mg₂Ni is a highly promising candidate for solid-state hydrogen storage due to its highstorage capacity. However, its synthesis is challenging due to the high melting point of Ni (1455 ◦C)and the boiling point of Mg (1090 ◦C). In this study, elemental powder mixtures of Mg and 30 at%Ni were processed by high-pressure torsion (HPT) to synthesize the Mg₂Ni intermetallic compoundthrough mechanical methods. The formation of 11 wt% of Mg₂Ni after 50 turns of HPT was confirmedby X-ray diffraction (XRD), scanning electron microscopy (SEM), and energy-dispersive spectroscopy(EDS), reaching a maximum of 59 wt% after 100 turns. Rietveld refinement confirmed a nanocrystalline size for the Mg₂Ni phase synthesized via HPT. Hydrogenation tests showed that the Mg-Nisynthesized by HPT can absorb hydrogen at 350 ◦C even after several weeks of air exposure. Furthermore, a maximum absorption capacity of 3.8 wt% was reached after 20 h of hydrogen exposurefor the sample with 100 turns. This capacity is close to the theoretical capacity of 3.9 wt% for thiscomposition. The results confirm that combining HPT with subsequent heat treatment is an efficientstrategy to increase the Mg₂Ni fraction after HPT processing.",data/pdfs/2024_López.pdf
39,"M., Li, Mojia; Y., Hu, Yunfeng; H., Kong, Hanyang; Q., Huang, Qiuwei; Y., Chen, Yusong; Y., Yan, Yigang",A Study on the Volume Expansion of Vanadium-Based Alloy Powders and Compacts During Hydrogen Sorption,2024,10.3390/inorganics12120318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213413586&doi=10.3390%2Finorganics12120318&partnerID=40&md5=2f8fd1b69d60ebd0abde9e057da12aae,"Storing hydrogen in solid metal hydrides provides a safe and efficient storage approach.However, the large volume expansion of metal hydrides during hydrogen absorption imposessubstantial stresses on the wall of a hydrogen storage tank. In this study, volume expansion behaviorof a V-based hydrogen storage alloy, V₆₁Cr₂₄Ti₁₂Ce₃, with body-centered-cubic, was investigatedusing a self-developed in situ expansion testing device. The lattice expansion of the V₆₁Cr₂₄Ti₁₂Ce₃alloy after full hydrogenation was determined to be 37.85% using X-ray diffraction(XRD). The powderbed, composed of alloy powder with an average size of 3.35 mm in diameter, displays a large volumeexpansion ratio of 131% at the first hydrogen absorption cycle and 40–45% in the following fourcycles. The stable compact bed, made of alloy powders, organic silicone gel, and graphite flakes,shows significantly smaller volume expansion ratio, which is 97% at the first cycle and 21% at thesecond cycle, and stabilizes at 13% in the following cycles. Also, the compact bed shows similarhydrogen absorption capacity, but faster absorption kinetics compared to the powder bed.",data/pdfs/2024_Li.pdf
40,"L., Bebon, Ludovic; A., Maynadier, Anne; Y., Gaillard, Yves; D., Chapelle, David","Multiscale Elastic Modulus Characterization of Ti0.5Fe0.45Mn0.05, an Iron–Titanium–Manganese Alloy Dedicated to Hydrogen Storage",2024,10.3390/ma17246100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213221974&doi=10.3390%2Fma17246100&partnerID=40&md5=c95a094cacf86219e3d7e1a362636546,"Hydrogen storage in intermetallic compounds, known as solid-state storage, relies ona phase change by the metal alloy. This phenomenon causes a violent change in volume at thecrystalline scale, inducing a change of volume for the millimetric particles and, with time, importantstresses on the tanks. It is thus necessary to know the mechanical behavior of the material to reportthese phenomena and improve the tanks’ reliability. The present study deals with the mechanicalcharacterization of Ti₀.₅Fe₀.₄₅Mn₀.₀₅ alloy at different scales. First, the elastic modulus was measuredby compression tests of cylindrical samples. The estimated macroscopic elastic modulus was about198 GPa, with high variability, from 163 to 229 GPa. Secondly, ultrasonic elastic characterizationtogether with instrumented indentation allowed an estimation of both Young’s modulus and Poisson’sratio at 269 GPa and 0.29, respectively. Finally, the nanoindentation results, combined with SEMimaging and EDS analyses, revealed that several metallurgical phases coexist below the particlescale. Four distinct domains in terms of elasticity were clearly identified. The coherence of all theseestimations is discussed and interpreted considering the true microstructure of the material and thedefects present in the different samples.",data/pdfs/2024_Bebon.pdf
41,"X., Zhang, Xiaoyue; S., Ju, Shunlong; C., Li, Chaoqun; J., Hao, Jiazheng; Y., Sun, Yahui; X., Hu, Xuechun; W., Chen, Wei; J., Chen, Jie; L., He, Lunhua; G., Xia, Guanglin",Atomic reconstruction for realizing stable solar-driven reversible hydrogen storage of magnesium hydride,2024,10.1038/s41467-024-47077-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189094921&doi=10.1038%2Fs41467-024-47077-y&partnerID=40&md5=85ba36234cdc7171440095a31e0eed1c,"Reversible solid-state hydrogen storage of magnesium hydride, traditionallydriven by external heating, is constrained by massive energy input and lowsystematic energy density. Herein, a single phase of Mg₂Ni(Cu) alloy isdesigned via atomic reconstruction to achieve the ideal integration of photothermal and catalytic effects for stable solar-driven hydrogen storage ofMgH₂. With the intra/inter-band transitions of Mg₂Ni(Cu) and its hydrogenatedstate, over 85% absorption in the entire spectrum is achieved, resulting in thetemperature up to 261.8 °C under 2.6 W cm-2. Moreover, the hydrogen storagereaction of Mg₂Ni(Cu) is thermodynamically and kinetically favored, and theimbalanced distribution of the light-induced hot electrons within CuNi andMg₂Ni(Cu) facilitates the weakening of Mg-H bonds of MgH₂, enhancing the“hydrogen pump” effect of Mg₂Ni(Cu)/Mg₂Ni(Cu)H₄. The reversible generation of Mg₂Ni(Cu) upon repeated dehydrogenation process enables the continuous integration of photothermal and catalytic roles stably, ensuring thedirect action of localized heat on the catalytic sites without any heat loss,thereby achieving a 6.1 wt.% H₂ reversible capacity with 95% retention under3.5 W cm-2.",data/pdfs/2024_Zhang.pdf
42,"G., Huang, Gang; Y., Lu, Yao; X., Liu, Xiaofang; W., Tang, Wukui; X., Li, Xinyu; F., Wang, Feng; J., Shui, Jianglan; R., Yu, Ronghai",Layered double hydroxide-derived Mg2Ni/TiH1.5 composite catalysts for enhancing hydrogen storage performance of MgH2,2024,10.1016/j.jma.2023.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178560150&doi=10.1016%2Fj.jma.2023.10.003&partnerID=40&md5=54aeac39861b3bdb3789b2521ec8cc40,"Developing efficient catalysts is of great significance in improving the sluggish kinetics and high desorption temperature of MgH₂ hydrogenstorage material. Here, ultrathin NiTi-layered double hydroxide (NiTi-LDH) nanosheets are used as precursors to prepare Mg₂Ni/TiH₁.₅composite catalysts to improve the hydrogen storage properties of MgH₂. The variation of Ni/Ti ratio in LDH plays an important role inregulating the composition, morphology and distribution of Mg₂Ni/TiH₁.₅ catalysts, which significantly affect their synergistic catalytic effect.Mg₂Ni/TiH₁.₅ composite catalyst exhibits significantly improved catalytic performance compared with conventional Ni-, Ti- and Ni/Ti-basedcatalysts. The optimal MgH₂/Mg₂Ni/TiH₁.₅ system shows a significantly reduced desorption temperature of 212 °C which is 133 °C lowerthan that of pure MgH₂ (345 °C), and can release 5.97 wt% hydrogen within 300s at 300 °C. Further mechanism analysis reveals that theunique flaky morphology and suitable composition of Ni/Ti LDH can significantly enhance the synergistic effect of Mg₂Ni and TiH₁.₅, whichpromotes the fracture of the H–H and Mg-H bonds.",data/pdfs/2024_Huang.pdf
43,"B.H., Silva, Bruno Hessel; W.J., Botta, W. J.; G., Zepon, Guilherme",Achieving room temperature hydrogen storage reversibility in Nb-rich alloys of the Nb-Cr-Mn system,2024,10.1016/j.jallcom.2024.176187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202297763&doi=10.1016%2Fj.jallcom.2024.176187&partnerID=40&md5=15be0fe7ba66ed282e32079e128d5a69,"Recent developments in the design of body-centered cubic (BCC) multicomponent alloys via computational tools have demonstrated the possibility of obtaining alloys with excellent hydrogen storage behavior. In this work, we employ the CALPHAD (Calculation of Phase Diagrams) method to design Nb-rich alloys of the Nb-Cr-Mn system that present hydrogen storage reversibility at room temperature under moderate pressure conditions. We employ the valence electron concentration (VEC) factor as a compositional guide to select compositions with suitable thermodynamic properties. Using electric arc melting, we synthesize two alloys, namely Nb₈₅Cr₁₀Mn₅ and Nb₇₀Cr₂₀Mn₁₀, both forming predominant BCC solid solutions with VEC ∼ 5.2 and minor amounts of a eutectic microconstituent composed of BCC and Laves C14 phases. Both alloys are easily hydrogenated at room tem­ perature without the need for an activation treatment. The Nb₈₅Cr₁₀Mn₅ alloy reaches a storage capacity of 2.1 wt% of H (298 K; Peq ∼ 20 bar) whereas the Nb₇₀Cr₂₀Mn₁₀ alloy reaches a capacity of 1.4 wt% (298 K; Peq ∼ 21 bar). Benefits in the storage kinetic performance are correlated with the BCC + C14 microstructure. PressureComposition-Temperature (PCT) diagrams show moderate values of equilibrium pressure for hydrogen storage reversibility at room temperature. Room temperature absorption/desorption cycling measurements demon­ strated a reversible capacity of 1.2 wt% of H (Peq ∼ 29 bar) for the Nb₈₅Cr₁₀Mn₅ alloy and 0.8 wt% of H (Peq ∼ 31 bar) for the Nb₇₀Cr₂₀Mn₁₀ alloy after twenty cycles.",data/pdfs/2024_Silva.pdf
44,"M., Yoon, Min-seok; J., Hur, Jae; S., Park, Seo-hui; U., Lee, Ui-jong; G., Xu, Guanglong; H., Park, Hyung-ki; B., Suh, Byeong-Chan; Y., Kim, Young-min; W., Ko, Wonseok",Role of solute elements in Mg-Mg2Ni hydrogen storage alloys: A first-principles calculation study,2024,10.1016/j.jma.2024.11.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211047939&doi=10.1016%2Fj.jma.2024.11.019&partnerID=40&md5=c2c24badfbc9965b62691939c7a38272,"The effects of various alloying elements on the performance of Mg-Mg₂Ni hydrogen storage alloys were investigated by performing firstprinciples density functional theory calculations. We examined the important characteristics of hydrogen storage alloys by considering bothMg-based solid solution and Mg₂Ni-based intermetallic compound phases, where the hydride forms are MgH₂ and Mg₂NiH₄, respectively.In particular, qualitatively valid information for predicting changes in plateau pressures in the pressure-composition-temperature (PCT) curvewas provided by calculating changes in the energy of related hydrogenation reactions. The effects of alloying elements on volume changesdue to hydrogenation reactions were also obtained to provide additional criteria for the practical use of hydrogen storage alloys. For theMg₂Ni-based intermetallic compound, we examined the site preference of each alloying element, considering the designated stoichiometryof the base alloy. Based on the revealed site preferences, the effects of various possible alloying elements on the properties of Mg₂Ni-basedhydrides were also examined. Electronic structure analyses were further conducted to elucidate the detailed mechanisms underlying the roleof the additional solute elements.",data/pdfs/2024_Yoon.pdf
